sa_id,year,announced,topic,category,module,scope_tier,is_priority,cve,cwe,affects,git_hashes,svn_revisions,github_commit_urls,diff_available,data_quality,advisory_raw_url,source,upstream_path,note,commit_grade
FreeBSD-SA-21:04,2021,2021-02-24,jail_remove(2) fails to kill all jailed processes,core,jail_remove,kernel,,CVE-2020-25581,,All supported versions of FreeBSD.,b306be13a9c7,369312; 369353; 369313; 369347,https://github.com/freebsd/freebsd-src/commit/b306be13a9c7ea0db8979a8a53dca93f90ec59cc,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:04.jail_remove.asc,,,,
FreeBSD-SA-21:05,2021,2021-02-24,jail_attach(2) relies on the caller to change the cwd,core,jail_chdir,kernel,,CVE-2020-25582,,All supported versions of FreeBSD.,4dd124c3171d,369334; 369354; 369335; 369348,https://github.com/freebsd/freebsd-src/commit/4dd124c3171db9cd7fbcc49d8081de590a065d0b,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:05.jail_chdir.asc,,,,
FreeBSD-SA-21:06,2021,2021-02-24,Xen grant mapping error handling issues,contrib,xen,kernel,,CVE-2021-26932,,All supported versions of FreeBSD.,ab3e1bd3c22a,369341; 369358; 369342; 369350,https://github.com/freebsd/freebsd-src/commit/ab3e1bd3c22a222520c23c2793cc39e3a23c9b46,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:06.xen.asc,,,,
FreeBSD-SA-21:07,2021,2021-03-25,Multiple vulnerabilities in OpenSSL,contrib,openssl,lib,Yes,CVE-2021-3449; CVE-2021-3450,,FreeBSD 12.2 and later,b6c1fdcdf503,369521; 369523,https://github.com/freebsd/freebsd-src/commit/b6c1fdcdf503,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:07.openssl.asc,,,,focused
FreeBSD-SA-21:08,2021,2021-04-06,Memory disclosure by stale virtual memory mapping,core,vm,kernel,,CVE-2021-29626,,All supported versions of FreeBSD.,2e08308d62f3; 724bc23da1a9,369551; 369556; 369559; 369561,https://github.com/freebsd/freebsd-src/commit/2e08308d62f3; https://github.com/freebsd/freebsd-src/commit/724bc23da1a9,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:08.vm.asc,,,,
FreeBSD-SA-21:09,2021,2021-04-06,double free in accept_filter(9) socket configuration interface,core,accept_filter,kernel,,CVE-2021-29627,,FreeBSD 12.2 and later.,c7d10e7ec872; af6611e5adc6,369525; 369553,https://github.com/freebsd/freebsd-src/commit/c7d10e7ec872; https://github.com/freebsd/freebsd-src/commit/af6611e5adc6,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:09.accept_filter.asc,,,,
FreeBSD-SA-21:10,2021,2021-04-06,jail escape possible by mounting over jail root,core,jail_mount,kernel,,CVE-2020-25584,,All supported versions of FreeBSD.,3ae17faa3704; 4710439ec594,369552; 369557; 369560; 369562,https://github.com/freebsd/freebsd-src/commit/3ae17faa3704; https://github.com/freebsd/freebsd-src/commit/4710439ec594,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:10.jail_mount.asc,,,,
FreeBSD-SA-21:11,2021,2021-05-26,SMAP bypass,core,smap,kernel,,CVE-2021-29628,,FreeBSD 12.2 and later.,876ffe28796c; f32130a1955e,369857; 369863,https://github.com/freebsd/freebsd-src/commit/876ffe28796c; https://github.com/freebsd/freebsd-src/commit/f32130a1955e,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:11.smap.asc,,,,
FreeBSD-SA-21:12,2021,2021-05-26,Missing message validation in libradius(3),core,libradius,lib,Yes,CVE-2021-29629,,All supported versions of FreeBSD.,bec0d2c9c841; 7d900abe6269,369859; 369864; 369866; 369867,https://github.com/freebsd/freebsd-src/commit/bec0d2c9c841; https://github.com/freebsd/freebsd-src/commit/7d900abe6269,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:12.libradius.asc,,,,focused
FreeBSD-SA-21:13,2021,2021-08-24,Missing error handling in bhyve(8) device models,core,bhyve,tool,Yes,CVE-2021-29631,,All supported versions of FreeBSD.,20f96f215562; ec08bc89d4b3,370400; 370393; 370399; 370386,https://github.com/freebsd/freebsd-src/commit/20f96f215562; https://github.com/freebsd/freebsd-src/commit/ec08bc89d4b3,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:13.bhyve.asc,,,,focused
FreeBSD-SA-21:14,2021,2021-08-24,Remote code execution in ggatec(8),core,ggatec,tool,Yes,CVE-2021-29630,,All supported versions of FreeBSD.,0729ba2f49c9; c8a2cc4ba845,370383; 370394; 370381; 370387,https://github.com/freebsd/freebsd-src/commit/0729ba2f49c9; https://github.com/freebsd/freebsd-src/commit/c8a2cc4ba845,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:14.ggatec.asc,,,,focused
FreeBSD-SA-21:15,2021,2021-08-24,libfetch out of bounds read,core,libfetch,lib,Yes,CVE-2021-36159,,All supported versions of FreeBSD.,a75324d674f5; 060510ba8bfb,370384; 370395; 370382; 370388,https://github.com/freebsd/freebsd-src/commit/a75324d674f5; https://github.com/freebsd/freebsd-src/commit/060510ba8bfb,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:15.libfetch.asc,,,,focused
FreeBSD-SA-21:16,2021,2021-08-24,Multiple OpenSSL vulnerabilities,contrib,openssl,lib,Yes,CVE-2021-3711; CVE-2021-3712,,FreeBSD 12.2 and later.,9d31ae318711; 2261c814b7fa,370385; 370396,https://github.com/freebsd/freebsd-src/commit/9d31ae318711; https://github.com/freebsd/freebsd-src/commit/2261c814b7fa,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:16.openssl.asc,,,,focused
FreeBSD-SA-21:17,2021,2021-08-24,Multiple vulnerabilities in OpenSSL,contrib,openssl,lib,Yes,CVE-2021-23840; CVE-2021-23841,,FreeBSD 12.2 and FreeBSD 11.4,895e0245469d,369284; 370397; 369299; 370389,https://github.com/freebsd/freebsd-src/commit/895e0245469d0d3a267d2685f27d97532c461520,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-21:17.openssl.asc,,,,focused
FreeBSD-SA-22:01,2022,2022-01-11,vt console buffer overflow,kernel,vt,kernel,,CVE-2021-29632,,FreeBSD 12.2 and FreeBSD 13.0,9352de39c3dc; 3e0a1e124169,370674; 371491,https://github.com/freebsd/freebsd-src/commit/9352de39c3dc; https://github.com/freebsd/freebsd-src/commit/3e0a1e124169,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:01.vt.asc,,,,
FreeBSD-SA-22:02,2022,2022-03-15,Multiple WiFi issues,core,wifi,kernel,,CVE-2020-26147; CVE-2020-24588; CVE-2020-26144,,FreeBSD 12.x and FreeBSD 13.0,6acb9d5f955b; 0d1db5c3257e,371640; 371748; 371740,https://github.com/freebsd/freebsd-src/commit/6acb9d5f955b; https://github.com/freebsd/freebsd-src/commit/0d1db5c3257e,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:02.wifi.asc,,,,
FreeBSD-SA-22:03,2022,2022-03-15,OpenSSL certificate parsing infinite loop,contrib,openssl,lib,Yes,CVE-2022-0778,,All supported versions of FreeBSD.,5f3d952f6e6b; 942b5e156d41; 3847c17aa23a,371734; 371742; 371735,https://github.com/freebsd/freebsd-src/commit/5f3d952f6e6b; https://github.com/freebsd/freebsd-src/commit/942b5e156d41; https://github.com/freebsd/freebsd-src/commit/3847c17aa23a,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:03.openssl.asc,,,,focused
FreeBSD-SA-22:04,2022,2022-04-06,Potential jail escape vulnerabilities in netmap,core,netmap,kernel,,CVE-2022-23084; CVE-2022-23085,,All supported versions of FreeBSD.,9f600a260a73; 7c55c52696d2; 4996f46e03a4,371757; 371870,https://github.com/freebsd/freebsd-src/commit/9f600a260a73; https://github.com/freebsd/freebsd-src/commit/7c55c52696d2; https://github.com/freebsd/freebsd-src/commit/4996f46e03a4,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:04.netmap.asc,,,,
FreeBSD-SA-22:05,2022,2022-04-06,Bhyve e82545 device emulation out-of-bounds write,core,bhyve,tool,Yes,CVE-2022-23087,,All supported versions of FreeBSD.,53f722094798; 5a28d8befda0; b85c68857da3,371867; 371871,https://github.com/freebsd/freebsd-src/commit/53f722094798; https://github.com/freebsd/freebsd-src/commit/5a28d8befda0; https://github.com/freebsd/freebsd-src/commit/b85c68857da3,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:05.bhyve.asc,,,,focused
FreeBSD-SA-22:06,2022,2022-04-06,mpr/mps/mpt driver ioctl heap out-of-bounds write,core,ioctl,kernel,,CVE-2022-23086,,All supported versions of FreeBSD.,0b29e1b9f9df; aef190f298af; e724f3ce7970,371855; 371872,https://github.com/freebsd/freebsd-src/commit/0b29e1b9f9df; https://github.com/freebsd/freebsd-src/commit/aef190f298af; https://github.com/freebsd/freebsd-src/commit/e724f3ce7970,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:06.ioctl.asc,,,,
FreeBSD-SA-22:07,2022,2022-04-06,802.11 heap buffer overflow,core,wifi_meshid,kernel,,CVE-2022-23088,,All supported versions of FreeBSD.,72617f9246e3; 00cc1ce78da3; b2b23824272d,371868; 371873,https://github.com/freebsd/freebsd-src/commit/72617f9246e3; https://github.com/freebsd/freebsd-src/commit/00cc1ce78da3; https://github.com/freebsd/freebsd-src/commit/b2b23824272d,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:07.wifi_meshid.asc,,,,
FreeBSD-SA-22:08,2022,2022-04-06,zlib compression out-of-bounds write,zlib,zlib,lib,Yes,CVE-2018-25032,,All supported versions of FreeBSD.,c4727a47f18c; f5196112e8bd; 9854ff088002,371856; 371875,https://github.com/freebsd/freebsd-src/commit/c4727a47f18c; https://github.com/freebsd/freebsd-src/commit/f5196112e8bd; https://github.com/freebsd/freebsd-src/commit/9854ff088002,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:08.zlib.asc,,,,focused
FreeBSD-SA-22:09,2022,2022-08-09,Out of bound read in elf_note_prpsinfo(),core,elf,kernel,,CVE-2022-23089,,All supported versions of FreeBSD.,8a44a2c644fc; 69a456c0b60b; 056ffc74a769,372376; 372380,https://github.com/freebsd/freebsd-src/commit/8a44a2c644fc; https://github.com/freebsd/freebsd-src/commit/69a456c0b60b; https://github.com/freebsd/freebsd-src/commit/056ffc74a769,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:09.elf.asc,,,,
FreeBSD-SA-22:10,2022,2022-08-09,AIO credential reference count leak,core,aio,kernel,,CVE-2022-23090,,"FreeBSD 12.3, FreeBSD 13.0",9499d3c1e40d; c864c8cf08a9,372172; 372379,https://github.com/freebsd/freebsd-src/commit/9499d3c1e40d; https://github.com/freebsd/freebsd-src/commit/c864c8cf08a9,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:10.aio.asc,,,,
FreeBSD-SA-22:11,2022,2022-08-09,Memory disclosure by stale virtual memory mapping,core,vm,kernel,,CVE-2022-23091,,All supported versions of FreeBSD.,3ea8c7ad90f7; 0c88ecaa1255; dd349089ff92,372377; 372381,https://github.com/freebsd/freebsd-src/commit/3ea8c7ad90f7; https://github.com/freebsd/freebsd-src/commit/0c88ecaa1255; https://github.com/freebsd/freebsd-src/commit/dd349089ff92,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:11.vm.asc,,,,
FreeBSD-SA-22:12,2022,2022-08-09,Missing bounds check in 9p message handling,contrib,lib9p,lib,Yes,CVE-2022-23092,,FreeBSD 13.0 and 13.1,c536045c51da; 7dfe949791e7; 70a2cf7bb2e0,,https://github.com/freebsd/freebsd-src/commit/c536045c51da; https://github.com/freebsd/freebsd-src/commit/7dfe949791e7; https://github.com/freebsd/freebsd-src/commit/70a2cf7bb2e0,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:12.lib9p.asc,,,,focused
FreeBSD-SA-22:13,2022,2022-08-30,zlib heap buffer overflow,contrib,zlib,kernel,,CVE-2022-37434,,All supported versions of FreeBSD.,10cc2bf5f7a5; 289231c9634a; 77cd23716ffb,372370; 372460,https://github.com/freebsd/freebsd-src/commit/10cc2bf5f7a5; https://github.com/freebsd/freebsd-src/commit/289231c9634a; https://github.com/freebsd/freebsd-src/commit/77cd23716ffb,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:13.zlib.asc,,,,
FreeBSD-SA-22:15,2022,2022-11-29,Stack overflow in ping(8),core,ping,tool,Yes,CVE-2022-23093,,All supported versions of FreeBSD.,186f495d4be1; 66c7b53d9516,372774; 372778; 372775,https://github.com/freebsd/freebsd-src/commit/186f495d4be1; https://github.com/freebsd/freebsd-src/commit/66c7b53d9516,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-22:15.ping.asc,,,,focused
FreeBSD-SA-23:01,2023,2023-02-08,GELI silently omits the keyfile if read from stdin,core,geli,lib,Yes,CVE-2023-0751,,All supported versions of FreeBSD.,88bb08452ee3; 98933c7013a5,372910; 372917; 372913,https://github.com/freebsd/freebsd-src/commit/88bb08452ee3; https://github.com/freebsd/freebsd-src/commit/98933c7013a5,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:01.geli.asc,,,,focused
FreeBSD-SA-23:02,2023,2023-02-16,OpenSSH pre-authentication double free,contrib,openssh,tool,Yes,CVE-2023-25136,,FreeBSD 12.4,296ec8eae0c8,,https://github.com/freebsd/freebsd-src/commit/296ec8eae0c8,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:02.openssh.asc,,,,focused
FreeBSD-SA-23:03,2023,2023-02-16,Multiple vulnerabilities in OpenSSL,contrib,openssl,lib,Yes,CVE-2023-0286; CVE-2023-0215; CVE-2022-4450; CVE-2022-4304,,All supported versions of FreeBSD.,0904c29a0a11; e237b128e080,372906; 372939; 372936,https://github.com/freebsd/freebsd-src/commit/0904c29a0a11; https://github.com/freebsd/freebsd-src/commit/e237b128e080,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:03.openssl.asc,,,,medium
FreeBSD-SA-23:04,2023,2023-06-21,Network authentication attack via pam_krb5,core,pam_krb5,lib,Yes,CVE-2023-3326,,All supported versions of FreeBSD,6322a6c9daaa; 58d21e3e8e56; 07e3f54f2ea1,373100; 373103,https://github.com/freebsd/freebsd-src/commit/6322a6c9daaa; https://github.com/freebsd/freebsd-src/commit/58d21e3e8e56; https://github.com/freebsd/freebsd-src/commit/07e3f54f2ea1,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:04.pam_krb5.asc,,,,focused
FreeBSD-SA-23:05,2023,2023-06-21,ssh-add does not honor per-hop destination constraints,contrib,openssh,tool,Yes,CVE-2023-28531,,FreeBSD 12.4,e374f1ec937f,373093; 373104,https://github.com/freebsd/freebsd-src/commit/e374f1ec937f70ab2c89e0b392b45a67752c4172,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:05.openssh.asc,,,,focused
FreeBSD-SA-23:06,2023,2023-08-01,Remote denial of service in IPv6 fragment reassembly,core,ipv6,kernel,,CVE-2023-3107,,All supported versions of FreeBSD,9515f04fe3b1; da38eaca4a22; 4e548c72914a,373149; 373152,https://github.com/freebsd/freebsd-src/commit/9515f04fe3b1; https://github.com/freebsd/freebsd-src/commit/da38eaca4a22; https://github.com/freebsd/freebsd-src/commit/4e548c72914a,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:06.ipv6.asc,,,,
FreeBSD-SA-23:07,2023,2023-08-01,bhyve privileged guest escape via fwctl,core,bhyve,tool,Yes,CVE-2023-3494,,FreeBSD 13.1 and 13.2,9fe302d78109; 2bae613e0da3; 87702e38a4b4,,https://github.com/freebsd/freebsd-src/commit/9fe302d78109; https://github.com/freebsd/freebsd-src/commit/2bae613e0da3; https://github.com/freebsd/freebsd-src/commit/87702e38a4b4,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:07.bhyve.asc,,,,focused
FreeBSD-SA-23:08,2023,2023-08-01,Potential remote code execution via ssh-agent forwarding,contrib,ssh,tool,Yes,CVE-2023-38408,,All supported versions of FreeBSD.,d578a19e2cd3; 20bcfc33d3f2; 3d3a1cbfd7a2,373142; 373151,https://github.com/freebsd/freebsd-src/commit/d578a19e2cd3; https://github.com/freebsd/freebsd-src/commit/20bcfc33d3f2; https://github.com/freebsd/freebsd-src/commit/3d3a1cbfd7a2,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:08.ssh.asc,,,,focused
FreeBSD-SA-23:09,2023,2023-08-01,Network authentication attack via pam_krb5,core,pam_krb5,lib,Yes,CVE-2023-3326,,All supported versions of FreeBSD,d295e418ae7e; 9b45d8eddfac; 140f65a20533,373127; 373150,https://github.com/freebsd/freebsd-src/commit/d295e418ae7e; https://github.com/freebsd/freebsd-src/commit/9b45d8eddfac; https://github.com/freebsd/freebsd-src/commit/140f65a20533,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:09.pam_krb5.asc,,,,focused
FreeBSD-SA-23:10,2023,2023-09-06,pf incorrectly handles multiple IPv6 fragment headers,core,pf,kernel,,CVE-2023-4809,,All supported versions of FreeBSD.,3a0461f23a4f; 41b7760991ef,373157; 373186,https://github.com/freebsd/freebsd-src/commit/3a0461f23a4f; https://github.com/freebsd/freebsd-src/commit/41b7760991ef,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:10.pf.asc,,,,
FreeBSD-SA-23:11,2023,2023-09-06,Wi-Fi encryption bypass,core,wifi,kernel,,CVE-2022-47522,,All supported versions of FreeBSD.,6c9bcecfb296; 7f34ee7cc56b,373115; 373187,https://github.com/freebsd/freebsd-src/commit/6c9bcecfb296; https://github.com/freebsd/freebsd-src/commit/7f34ee7cc56b,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:11.wifi.asc,,,,
FreeBSD-SA-23:12,2023,2023-10-03,msdosfs data disclosure,core,msdosfs,kernel,,CVE-2023-5368,,All supported versions of FreeBSD.,868f3eadc5e0; 7d08a7e6908b,373207; 373233,https://github.com/freebsd/freebsd-src/commit/868f3eadc5e0; https://github.com/freebsd/freebsd-src/commit/7d08a7e6908b,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:12.msdosfs.asc,,,,
FreeBSD-SA-23:13,2023,2023-10-03,copy_file_range insufficient capability rights check,core,capsicum,kernel,,CVE-2023-5369,,FreeBSD 13.2,3f0ce63828dc; 2d23f6c33431,,https://github.com/freebsd/freebsd-src/commit/3f0ce63828dc; https://github.com/freebsd/freebsd-src/commit/2d23f6c33431,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:13.capsicum.asc,,,,
FreeBSD-SA-23:14,2023,2023-10-03,arm64 boot CPUs may lack speculative execution protections,core,smccc,kernel,,CVE-2023-5370,,FreeBSD 13.2,4df1447f2c76; 485912e051bb,,https://github.com/freebsd/freebsd-src/commit/4df1447f2c76; https://github.com/freebsd/freebsd-src/commit/485912e051bb,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:14.smccc.asc,,,,
FreeBSD-SA-23:15,2023,2023-11-07,libc stdio buffer overflow,core,stdio,lib,Yes,CVE-2023-5941,,,d2c65a1c9486,,https://github.com/freebsd/freebsd-src/commit/d2c65a1c9486,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:15.stdio.asc,,,,focused
FreeBSD-SA-23:16,2023,2023-11-08,Incorrect libcap_net limitation list manipulation,core,cap_net,lib,Yes,CVE-2023-5978,,FreeBSD 13.2 and later,765757c6301f; 5f4fc91cc87c; 114c6d9bef76; acd860c3622d,,https://github.com/freebsd/freebsd-src/commit/765757c6301f; https://github.com/freebsd/freebsd-src/commit/5f4fc91cc87c; https://github.com/freebsd/freebsd-src/commit/114c6d9bef76; https://github.com/freebsd/freebsd-src/commit/acd860c3622d,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:16.cap_net.asc,,,,focused
FreeBSD-SA-23:17,2023,2023-12-05,TCP spoofing vulnerability in pf(4),core,pf,kernel,,CVE-2023-6534,,All supported versions of FreeBSD.,a47a44c0d69c; 0019b7058a7a; ee1d1e38fae6; 45e256e24c97,373284; 373287,https://github.com/freebsd/freebsd-src/commit/a47a44c0d69c; https://github.com/freebsd/freebsd-src/commit/0019b7058a7a; https://github.com/freebsd/freebsd-src/commit/ee1d1e38fae6; https://github.com/freebsd/freebsd-src/commit/45e256e24c97,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:17.pf.asc,,,,
FreeBSD-SA-23:18,2023,2023-12-12,NFS client data corruption and kernel memory disclosure,core,nfsclient,kernel,,CVE-2023-6660,,FreeBSD 13.2 and 14.0,8d42f85d9d7b; ab60666a00c9; f1d1d50e1d08; 3f079b3f2f33,,https://github.com/freebsd/freebsd-src/commit/8d42f85d9d7b; https://github.com/freebsd/freebsd-src/commit/ab60666a00c9; https://github.com/freebsd/freebsd-src/commit/f1d1d50e1d08; https://github.com/freebsd/freebsd-src/commit/3f079b3f2f33,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:18.nfsclient.asc,,,,
FreeBSD-SA-23:19,2023,2023-12-19,Prefix Truncation Attack in the SSH protocol,contrib,openssh,tool,Yes,CVE-2023-48795,,All supported versions of FreeBSD.,069ac18495ad,,https://github.com/freebsd/freebsd-src/commit/069ac18495ad,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-23:19.openssh.asc,,,,large_concentrated
FreeBSD-SA-24:01,2024,2024-02-14,bhyveload(8) host file access,core,bhyveload,tool,Yes,CVE-2024-25940,,All supported versions of FreeBSD.,426b28fdf700; f5bb597829e1; 78345dbd7a00; 48598b1670ce,,https://github.com/freebsd/freebsd-src/commit/426b28fdf700; https://github.com/freebsd/freebsd-src/commit/f5bb597829e1; https://github.com/freebsd/freebsd-src/commit/78345dbd7a00; https://github.com/freebsd/freebsd-src/commit/48598b1670ce,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:01.bhyveload.asc,,,,focused
FreeBSD-SA-24:02,2024,2024-02-14,jail(2) information leak,core,tty,kernel,,CVE-2024-25941,,All supported versions of FreeBSD.,215bb03edc54; 4d354159d150; 9bff7ec98354; 17257e6e9a23,,https://github.com/freebsd/freebsd-src/commit/215bb03edc54; https://github.com/freebsd/freebsd-src/commit/4d354159d150; https://github.com/freebsd/freebsd-src/commit/9bff7ec98354; https://github.com/freebsd/freebsd-src/commit/17257e6e9a23,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:02.tty.asc,,,,
FreeBSD-SA-24:04,2024,2024-07-01,OpenSSH pre-authentication remote code execution,contrib,openssh,tool,Yes,CVE-2024-6387; CVE-2006-5051,,All supported versions of FreeBSD.,620a6a54bb7b; 8f80def8aa08; 70eb00f17b31; 25cf430cd551; e3e0912f2977; 99ad94894edf,,https://github.com/freebsd/freebsd-src/commit/620a6a54bb7b; https://github.com/freebsd/freebsd-src/commit/8f80def8aa08; https://github.com/freebsd/freebsd-src/commit/70eb00f17b31; https://github.com/freebsd/freebsd-src/commit/25cf430cd551; https://github.com/freebsd/freebsd-src/commit/e3e0912f2977; https://github.com/freebsd/freebsd-src/commit/99ad94894edf,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:04.openssh.asc,,,,focused
FreeBSD-SA-24:05,2024,2024-08-07,pf incorrectly matches different ICMPv6 states in the state table,core,pf,kernel,,CVE-2024-6640,,All supported versions of FreeBSD.,3382c691dc6a; a66d33fcf334; ca9580967e74; 05f91f8dd5ce; 5eb30c313cb0,,https://github.com/freebsd/freebsd-src/commit/3382c691dc6a; https://github.com/freebsd/freebsd-src/commit/a66d33fcf334; https://github.com/freebsd/freebsd-src/commit/ca9580967e74; https://github.com/freebsd/freebsd-src/commit/05f91f8dd5ce; https://github.com/freebsd/freebsd-src/commit/5eb30c313cb0,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:05.pf.asc,,,,
FreeBSD-SA-24:06,2024,2024-08-07,ktrace(2) fails to detach when executing a setuid binary,core,ktrace,kernel,,CVE-2024-6760,,All supported versions of FreeBSD,8b400c8488f0; 22d04990cee5; c39fb98e4740; f702110bc4bc; 769536bcb5c3,,https://github.com/freebsd/freebsd-src/commit/8b400c8488f0; https://github.com/freebsd/freebsd-src/commit/22d04990cee5; https://github.com/freebsd/freebsd-src/commit/c39fb98e4740; https://github.com/freebsd/freebsd-src/commit/f702110bc4bc; https://github.com/freebsd/freebsd-src/commit/769536bcb5c3,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:06.ktrace.asc,,,,
FreeBSD-SA-24:07,2024,2024-08-07,NFS client accepts file names containing path separators,core,nfsclient,kernel,,CVE-2024-6759,,All supported versions of FreeBSD,9328ded386d5; 8533e927afc1; 4e7bf17e9db8; 0172b5145ad9; 3d5cb2b9a97c,,https://github.com/freebsd/freebsd-src/commit/9328ded386d5; https://github.com/freebsd/freebsd-src/commit/8533e927afc1; https://github.com/freebsd/freebsd-src/commit/4e7bf17e9db8; https://github.com/freebsd/freebsd-src/commit/0172b5145ad9; https://github.com/freebsd/freebsd-src/commit/3d5cb2b9a97c,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:07.nfsclient.asc,,,,
