sa_id,year,announced,topic,category,module,scope_tier,is_priority,cve,cwe,affects,git_hashes,svn_revisions,github_commit_urls,diff_available,data_quality,advisory_raw_url,source,upstream_path,note,commit_grade
UPSTREAM-OPENSSL-CVE-2020-25659,2022,2022-03-15,rsa: add implicit rejection in PKCS#1 v1.5,contrib,openssl,lib,Yes,CVE-2020-25659,,,,,,,2,https://github.com/openssl/openssl/commit/7fc67e0a3310,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2020-25657,2022,2022-03-15,rsa: add implicit rejection in PKCS#1 v1.5,contrib,openssl,lib,Yes,CVE-2020-25657,,,,,,,2,https://github.com/openssl/openssl/commit/7fc67e0a3310,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-3996,2022,2022-11-10,x509: fix double locking problem,contrib,openssl,lib,Yes,CVE-2022-3996,,,,,,,2,https://github.com/openssl/openssl/commit/4d0340a6d2f3,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-3602,2022,2022-10-26,punycode: add unit tests,contrib,openssl,lib,Yes,CVE-2022-3602,,,,,,,2,https://github.com/openssl/openssl/commit/a0af4a3c8b18,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-3786,2022,2022-10-26,Fix CVE-2022-3786 in punycode decoder.,contrib,openssl,lib,Yes,CVE-2022-3786,,,,,,,2,https://github.com/openssl/openssl/commit/680e65b94c91,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-3358,2022,2022-08-10,Fix usage of custom EVP_CIPHER objects,contrib,openssl,lib,Yes,CVE-2022-3358,,,,,,,2,https://github.com/openssl/openssl/commit/25d47cccf203,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-2097,2022,2022-06-16,Fix AES OCB encrypt/decrypt for x86 AES-NI,contrib,openssl,lib,Yes,CVE-2022-2097,,,,,,,2,https://github.com/openssl/openssl/commit/6ebf6d51596f,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-2068,2022,2022-05-29,Fix file operations in c_rehash.,contrib,openssl,lib,Yes,CVE-2022-2068,,,,,,,2,https://github.com/openssl/openssl/commit/ce60b13707ad,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-29242,2022,2022-05-22,Use safe pattern for buffer size determining in case of GOST key exchange,contrib,openssl,lib,Yes,CVE-2022-29242,,,,,,,2,https://github.com/openssl/openssl/commit/2b5e89992e3a,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-1292,2022,2022-04-26,c_rehash: Do not use shell to invoke openssl,contrib,openssl,lib,Yes,CVE-2022-1292,,,,,,,2,https://github.com/openssl/openssl/commit/7c33270707b5,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-1434,2022,2022-04-15,Fix the RC4-MD5 cipher,contrib,openssl,lib,Yes,CVE-2022-1434,,,,,,,2,https://github.com/openssl/openssl/commit/33219939c782,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2022-1343,2022,2022-04-13,Fix OCSP_basic_verify signer certificate validation,contrib,openssl,lib,Yes,CVE-2022-1343,,,,,,,2,https://github.com/openssl/openssl/commit/21f89f542d74,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2021-4044,2021,2021-12-03,Add a test case for the name constraints bug,contrib,openssl,lib,Yes,CVE-2021-4044,,,,,,,2,https://github.com/openssl/openssl/commit/0fcf2351ecff,upstream_commit,crypto/openssl,,
UPSTREAM-OPENSSL-CVE-2021-23839,2021,2021-01-22,Fix the RSA_SSLV23_PADDING padding type,contrib,openssl,lib,Yes,CVE-2021-23839,,,aa906e2a4957,,https://github.com/freebsd/freebsd-src/commit/aa906e2a4957,,3,https://github.com/openssl/openssl/commit/d9461cbe87b9,upstream_commit,crypto/openssl,,medium
UPSTREAM-OPENSSL-CVE-2019-1549,2019,2019-05-27,drbg: ensure fork-safety without using a pthread_atfork handler,contrib,openssl,lib,Yes,CVE-2019-1549,,,610a21fd82f7,,https://github.com/freebsd/freebsd-src/commit/610a21fd82f7,,3,https://github.com/openssl/openssl/commit/849529257c99,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2019-1547,2019,2019-09-07,[ec] Match built-in curves on EC_GROUP_new_from_ecparameters,contrib,openssl,lib,Yes,CVE-2019-1547,,,da327cd22e88,,https://github.com/freebsd/freebsd-src/commit/da327cd22e88,,3,https://github.com/openssl/openssl/commit/bacaa618c264,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2019-1543,2019,2019-03-05,Prevent over long nonces in ChaCha20-Poly1305,contrib,openssl,lib,Yes,CVE-2019-1543,,,610a21fd82f7,,https://github.com/freebsd/freebsd-src/commit/610a21fd82f7,,3,https://github.com/openssl/openssl/commit/2a3d0ee9d591,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2019-1559,2019,2019-02-20,Clarify that SSL_shutdown() must not be called after a fatal error,contrib,openssl,lib,Yes,CVE-2019-1559,,,6935a639f0f9,,https://github.com/freebsd/freebsd-src/commit/6935a639f0f9,,3,https://github.com/openssl/openssl/commit/f4800345d95d,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2018-0735,2018,2018-10-26,Timing vulnerability in ECDSA signature generation (CVE-2018-0735),contrib,openssl,lib,Yes,CVE-2018-0735,,,c9cf7b5cb169,,https://github.com/freebsd/freebsd-src/commit/c9cf7b5cb169,,3,https://github.com/openssl/openssl/commit/99540ec79491,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2018-0734,2018,2018-10-23,Timing vulnerability in DSA signature generation (CVE-2018-0734).,contrib,openssl,lib,Yes,CVE-2018-0734,,,f07f1918ad5e,,https://github.com/freebsd/freebsd-src/commit/f07f1918ad5e,,3,https://github.com/openssl/openssl/commit/a9cfb8c2aa72,upstream_commit,crypto/openssl,,focused
UPSTREAM-OPENSSL-CVE-2018-0732,2018,2018-06-11,Reject excessively large primes in DH key generation.,contrib,openssl,lib,Yes,CVE-2018-0732,,,dea77ea6fc17,,https://github.com/freebsd/freebsd-src/commit/dea77ea6fc17,,3,https://github.com/openssl/openssl/commit/91f7361f47b0,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2018-0737,2018,2018-04-12,RSA key generation: ensure BN_mod_inverse and BN_mod_exp_mont both get called wi,contrib,openssl,lib,Yes,CVE-2018-0737,,,dea77ea6fc17,,https://github.com/freebsd/freebsd-src/commit/dea77ea6fc17,,3,https://github.com/openssl/openssl/commit/54f007af94b8,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2018-0733,2018,2018-03-21,pariscid.pl: fix nasty typo in CRYPTO_memcmp.,contrib,openssl,lib,Yes,CVE-2018-0733,,,dee36b4f92f2,,https://github.com/freebsd/freebsd-src/commit/dee36b4f92f2,,3,https://github.com/openssl/openssl/commit/0b020b148821,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2018-0739,2018,2018-03-22,Limit ASN.1 constructed types recursive definition depth,contrib,openssl,lib,Yes,CVE-2018-0739,,,dee36b4f92f2,,https://github.com/freebsd/freebsd-src/commit/dee36b4f92f2,,3,https://github.com/openssl/openssl/commit/4cabbb9f485b,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2017-3733,2017,2017-05-19,Add a macro for testing assertion in both debug and production builds,contrib,openssl,lib,Yes,CVE-2017-3733,,,ed7112f094e2,,https://github.com/freebsd/freebsd-src/commit/ed7112f094e2,,3,https://github.com/openssl/openssl/commit/98d132cf6a87,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2011-4577,2017,2017-05-19,Add a macro for testing assertion in both debug and production builds,contrib,openssl,lib,Yes,CVE-2011-4577,,,ed7112f094e2,,https://github.com/freebsd/freebsd-src/commit/ed7112f094e2,,3,https://github.com/openssl/openssl/commit/98d132cf6a87,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2002-1568,2017,2017-05-19,Add a macro for testing assertion in both debug and production builds,contrib,openssl,lib,Yes,CVE-2002-1568,,,ed7112f094e2,,https://github.com/freebsd/freebsd-src/commit/ed7112f094e2,,3,https://github.com/openssl/openssl/commit/98d132cf6a87,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-7053,2016,2016-11-10,Fix no-cms (CVE-2016-7053),contrib,openssl,lib,Yes,CVE-2016-7053,,,6cf8931a2f9f,,https://github.com/freebsd/freebsd-src/commit/6cf8931a2f9f,,3,https://github.com/openssl/openssl/commit/9d7ce8d42b80,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-7054,2016,2016-11-04,chacha20/poly1305: make sure to clear the buffer at correct position,contrib,openssl,lib,Yes,CVE-2016-7054,,,6cf8931a2f9f,,https://github.com/freebsd/freebsd-src/commit/6cf8931a2f9f,,3,https://github.com/openssl/openssl/commit/bf52165bda53,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-6309,2016,2016-09-25,Add to fuzz corpora for CVE-2016-6309,contrib,openssl,lib,Yes,CVE-2016-6309,,,f1fe58d376da,,https://github.com/freebsd/freebsd-src/commit/f1fe58d376da,,3,https://github.com/openssl/openssl/commit/44f206aa9dfd,upstream_commit,crypto/openssl,,focused
UPSTREAM-OPENSSL-CVE-2016-6305,2016,2016-09-10,Fix a hang with SSL_peek(),contrib,openssl,lib,Yes,CVE-2016-6305,,,aeb5019c481d,,https://github.com/freebsd/freebsd-src/commit/aeb5019c481d,,3,https://github.com/openssl/openssl/commit/b8d243956296,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-6307,2016,2016-09-19,Excessive allocation of memory in dtls1_preprocess_fragment(),contrib,openssl,lib,Yes,CVE-2016-6307,,,aeb5019c481d,,https://github.com/freebsd/freebsd-src/commit/aeb5019c481d,,3,https://github.com/openssl/openssl/commit/48c054fec350,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-6308,2016,2016-09-19,Excessive allocation of memory in dtls1_preprocess_fragment(),contrib,openssl,lib,Yes,CVE-2016-6308,,,aeb5019c481d,,https://github.com/freebsd/freebsd-src/commit/aeb5019c481d,,3,https://github.com/openssl/openssl/commit/48c054fec350,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-2018,2016,2016-04-23,Add test for CVE-2016-2018,contrib,openssl,lib,Yes,CVE-2016-2018,,,b8721c16431d,,https://github.com/freebsd/freebsd-src/commit/b8721c16431d,,3,https://github.com/openssl/openssl/commit/106cb9505746,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2016-2108,2016,2016-04-15,Fix ASN1_INTEGER handling.,contrib,openssl,lib,Yes,CVE-2016-2108,,,b8721c16431d,,https://github.com/freebsd/freebsd-src/commit/b8721c16431d,,3,https://github.com/openssl/openssl/commit/d7ab691bc479,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-3193,2015,2015-12-01,bn/asm/x86_64-mont5.pl: fix carry propagating bug (CVE-2015-3193).,contrib,openssl,lib,Yes,CVE-2015-3193,,,80815a778ec9,,https://github.com/freebsd/freebsd-src/commit/80815a778ec9,,3,https://github.com/openssl/openssl/commit/29851264f11c,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2014-0224,2015,2015-05-11,Move TLS CCS processing into the state machine,contrib,openssl,lib,Yes,CVE-2014-0224,,,4a448cff073e,,https://github.com/freebsd/freebsd-src/commit/4a448cff073e,,3,https://github.com/openssl/openssl/commit/657da85eea3a,upstream_commit,crypto/openssl,,focused
UPSTREAM-OPENSSL-CVE-2015-1787,2015,2015-03-10,Fix DHE Null CKE vulnerability,contrib,openssl,lib,Yes,CVE-2015-1787,,,6f9291cea8b0,,https://github.com/freebsd/freebsd-src/commit/6f9291cea8b0,,3,https://github.com/openssl/openssl/commit/d3cc5e610d17,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-0291,2015,2015-03-03,Fix for CVE-2015-0291,contrib,openssl,lib,Yes,CVE-2015-0291,,,6f9291cea8b0,,https://github.com/freebsd/freebsd-src/commit/6f9291cea8b0,,3,https://github.com/openssl/openssl/commit/34e3edbf3a10,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-0208,2015,2015-03-09,Reject invalid PSS parameters.,contrib,openssl,lib,Yes,CVE-2015-0208,,,6f9291cea8b0,,https://github.com/freebsd/freebsd-src/commit/6f9291cea8b0,,3,https://github.com/openssl/openssl/commit/09f06923e636,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-0207,2015,2015-03-09,Fix Seg fault in DTLSv1_listen,contrib,openssl,lib,Yes,CVE-2015-0207,,,6f9291cea8b0,,https://github.com/freebsd/freebsd-src/commit/6f9291cea8b0,,3,https://github.com/openssl/openssl/commit/e83ee04bb7de,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-0290,2015,2015-03-02,Multiblock corrupted pointer fix,contrib,openssl,lib,Yes,CVE-2015-0290,,,6f9291cea8b0,,https://github.com/freebsd/freebsd-src/commit/6f9291cea8b0,,3,https://github.com/openssl/openssl/commit/1d2a18dc5a3b,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-OPENSSL-CVE-2015-0285,2015,2015-02-26,Prevent handshake with unseeded PRNG,contrib,openssl,lib,Yes,CVE-2015-0285,,,6f9291cea8b0,,https://github.com/freebsd/freebsd-src/commit/6f9291cea8b0,,3,https://github.com/openssl/openssl/commit/e1b568dd2462,upstream_commit,crypto/openssl,,large_concentrated
UPSTREAM-LIBARCHIVE-CVE-2025-25724,2025,2025-09-10,Merge pull request #2710 from meecash/CVE-2025-25724-check_strftime_result,contrib,libarchive,lib,Yes,CVE-2025-25724,,,401026e4825a,,https://github.com/freebsd/freebsd-src/commit/401026e4825a,,3,https://github.com/libarchive/libarchive/commit/6bd863f61281,upstream_commit,lib/libarchive,,large_concentrated
UPSTREAM-LIBARCHIVE-CVE-2025-1632,2025,2025-03-10,fix CVE-2025-1632 and CVE-2025-25724 (#2532),contrib,libarchive,lib,Yes,CVE-2025-1632,,,2e113ef82465,,https://github.com/freebsd/freebsd-src/commit/2e113ef82465,,3,https://github.com/libarchive/libarchive/commit/c9bc934e7e91,upstream_commit,lib/libarchive,,large_concentrated
UPSTREAM-LIBARCHIVE-CVE-2024-26256,2024,2024-08-14,Fix CVE-2024-26256 (#2269),contrib,libarchive,lib,Yes,CVE-2024-26256,,,bd66c1b43e33,,https://github.com/freebsd/freebsd-src/commit/bd66c1b43e33,,3,https://github.com/libarchive/libarchive/commit/b7b0c7c43795,upstream_commit,lib/libarchive,,large_concentrated
UPSTREAM-LIBARCHIVE-CVE-2024-20696,2024,2024-05-09,rar4 reader: protect copy_from_lzss_window_to_unp() (#2172),contrib,libarchive,lib,Yes,CVE-2024-20696,,,bd66c1b43e33,,https://github.com/freebsd/freebsd-src/commit/bd66c1b43e33,,3,https://github.com/libarchive/libarchive/commit/eac15e252010,upstream_commit,lib/libarchive,,large_concentrated
UPSTREAM-LIBARCHIVE-CVE-2017-14501,2018,2018-08-05,Merge pull request #1042 from jstarks:iso9660_cve,contrib,libarchive,lib,Yes,CVE-2017-14501,,,b1c91e4b6cb7,,https://github.com/freebsd/freebsd-src/commit/b1c91e4b6cb7,,3,https://github.com/libarchive/libarchive/commit/13e87dcd9c37,upstream_commit,lib/libarchive,,focused
UPSTREAM-LIBARCHIVE-CVE-2016-1541,2016,2016-04-30,Merge branch 'vu862384',contrib,libarchive,lib,Yes,CVE-2016-1541,,,,,,,2,https://github.com/libarchive/libarchive/commit/2b7c2800b5cc,upstream_commit,lib/libarchive,hash 430f7286a566 是 test 基础设施 merge commit，与 CVE 无关，已清除,
UPSTREAM-LIBEXPAT-CVE-2026-50219,2026,2026-06-04,Merge pull request #1246 from libexpat/introduce-flag-inside-handler,contrib,expat,lib,Yes,CVE-2026-50219,,,,,,,2,https://github.com/libexpat/libexpat/commit/3fd4d1c19c30,upstream_commit,lib/libexpat,,
UPSTREAM-LIBEXPAT-CVE-2026-45186,2026,2026-05-10,Merge pull request #1216 from libexpat/attribute-collision-check-dos,contrib,expat,lib,Yes,CVE-2026-45186,,,9cc9b8b37284,,https://github.com/freebsd/freebsd-src/commit/9cc9b8b37284,,3,https://github.com/libexpat/libexpat/commit/9bdfbc77e335,upstream_commit,lib/libexpat,,focused
UPSTREAM-LIBEXPAT-CVE-2026-41080,2026,2026-04-20,Merge pull request #1183 from libexpat/issue-47-improve-protection-against-hash-,contrib,expat,lib,Yes,CVE-2026-41080,,,e3935639d8d8,,https://github.com/freebsd/freebsd-src/commit/e3935639d8d8,,3,https://github.com/libexpat/libexpat/commit/ed80eaea0ce7,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2026-32778,2026,2026-03-16,Merge pull request #1163 from Laserbear/fix/setContext-zombie,contrib,expat,lib,Yes,CVE-2026-32778,,,ae04c7bbf065,,https://github.com/freebsd/freebsd-src/commit/ae04c7bbf065,,3,https://github.com/libexpat/libexpat/commit/6154446fccef,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2026-32777,2026,2026-03-16,Merge pull request #1162 from libexpat/clusterfuzz-fix-infinite-loop,contrib,expat,lib,Yes,CVE-2026-32777,,,ae04c7bbf065,,https://github.com/freebsd/freebsd-src/commit/ae04c7bbf065,,3,https://github.com/libexpat/libexpat/commit/6a814cae2ccc,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2026-32776,2026,2026-03-16,Merge pull request #1158 from trail-of-forks/master,contrib,expat,lib,Yes,CVE-2026-32776,,,ae04c7bbf065,,https://github.com/freebsd/freebsd-src/commit/ae04c7bbf065,,3,https://github.com/libexpat/libexpat/commit/635db9e12f25,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2026-24515,2026,2026-01-23,Merge pull request #1131 from libexpat/artiphishell-1,contrib,expat,lib,Yes,CVE-2026-24515,,,ae04c7bbf065,,https://github.com/freebsd/freebsd-src/commit/ae04c7bbf065,,3,https://github.com/libexpat/libexpat/commit/f14b08452fd7,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2025-59375,2025,2025-09-15,Merge pull request #1034 from libexpat/limit-malloc,contrib,expat,lib,Yes,CVE-2025-59375,,,,,,,2,https://github.com/libexpat/libexpat/commit/ac7a27e1f034,upstream_commit,lib/libexpat,,
UPSTREAM-LIBEXPAT-CVE-2024-8176,2025,2025-03-13,Merge pull request #973 from berkayurun/issue-893-fix-cve-2024-8176,contrib,expat,lib,Yes,CVE-2024-8176,,,,,,,2,https://github.com/libexpat/libexpat/commit/99529768b4a7,upstream_commit,lib/libexpat,,
UPSTREAM-LIBEXPAT-CVE-2024-50602,2024,2024-10-28,Merge pull request #915 from libexpat/stop-resumeparser-from-crashing,contrib,expat,lib,Yes,CVE-2024-50602,,,908f215e80fa,,https://github.com/freebsd/freebsd-src/commit/908f215e80fa,,3,https://github.com/libexpat/libexpat/commit/ef485e96a609,upstream_commit,lib/libexpat,,focused
UPSTREAM-LIBEXPAT-CVE-2024-45492,2024,2024-09-03,Merge pull request #892 from libexpat/taiyou-nextscaffoldpart-overflow,contrib,expat,lib,Yes,CVE-2024-45492,,,c284f45dc796,,https://github.com/freebsd/freebsd-src/commit/c284f45dc796,,3,https://github.com/libexpat/libexpat/commit/29ef43a0bab6,upstream_commit,lib/libexpat,,focused
UPSTREAM-LIBEXPAT-CVE-2024-45491,2024,2024-09-03,Merge pull request #891 from libexpat/taiyou-dtdcopy-malloc-overflow,contrib,expat,lib,Yes,CVE-2024-45491,,,c284f45dc796,,https://github.com/freebsd/freebsd-src/commit/c284f45dc796,,3,https://github.com/libexpat/libexpat/commit/b8a7dca46709,upstream_commit,lib/libexpat,,focused
UPSTREAM-LIBEXPAT-CVE-2024-45490,2024,2024-09-03,Merge pull request #890 from libexpat/taiyou-xml-parsebuffer-len,contrib,expat,lib,Yes,CVE-2024-45490,,,c284f45dc796,,https://github.com/freebsd/freebsd-src/commit/c284f45dc796,,3,https://github.com/libexpat/libexpat/commit/e5d6bf015ee5,upstream_commit,lib/libexpat,,focused
UPSTREAM-LIBEXPAT-CVE-2022-43680,2022,2022-10-25,Changes: Add note on impact of CVE-2022-43680,contrib,expat,lib,Yes,CVE-2022-43680,,,dc58b3fca5e7,,https://github.com/freebsd/freebsd-src/commit/dc58b3fca5e7,,3,https://github.com/libexpat/libexpat/commit/fe8ff0345f88,upstream_commit,lib/libexpat,,focused
UPSTREAM-LIBEXPAT-CVE-2022-40674,2022,2022-09-14,Merge pull request #640 from libexpat/issue-629-heap-use-after-free,contrib,expat,lib,Yes,CVE-2022-40674,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/a976e32abd25,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-25236,2022,2022-03-04,Merge pull request #577 from libexpat/namesep,contrib,expat,lib,Yes,CVE-2022-25236,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/f178826bb1e9,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-25313,2022,2022-02-20,Changes: Document regression from CVE-2022-25313 fix,contrib,expat,lib,Yes,CVE-2022-25313,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/2722201a5baf,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-25235,2022,2022-02-18,Merge pull request #562 from libexpat/utf8-security,contrib,expat,lib,Yes,CVE-2022-25235,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/306b72134f15,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-25314,2022,2022-02-18,Merge pull request #560 from ferivoz/copy,contrib,expat,lib,Yes,CVE-2022-25314,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/d477fdd28446,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-25315,2022,2022-02-18,Merge pull request #559 from ferivoz/rawnames,contrib,expat,lib,Yes,CVE-2022-25315,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/89214940efd1,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-23990,2022,2022-01-26,Merge pull request #551 from libexpat/prevent-doprolog-overflow,contrib,expat,lib,Yes,CVE-2022-23990,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/5c168279c5ad,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-23852,2022,2022-01-24,Merge pull request #550 from libexpat/prevent-getbuffer-overflow,contrib,expat,lib,Yes,CVE-2022-23852,,,71f0c44a0454,,https://github.com/freebsd/freebsd-src/commit/71f0c44a0454,,3,https://github.com/libexpat/libexpat/commit/178d26f50af2,upstream_commit,lib/libexpat,,medium
UPSTREAM-LIBEXPAT-CVE-2022-22822,2022,2022-01-13,Merge pull request #539 from libexpat/prevent-more-integer-overflows,contrib,expat,lib,Yes,CVE-2022-22822,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/919a2bec5e12,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2022-22827,2022,2022-01-13,Merge pull request #539 from libexpat/prevent-more-integer-overflows,contrib,expat,lib,Yes,CVE-2022-22827,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/919a2bec5e12,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2022-22823,2021,2021-12-30,lib: Prevent integer overflow at multiple places (CVE-2022-22822 to CVE-2022-228,contrib,expat,lib,Yes,CVE-2022-22823,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/9f93e8036e84,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2022-22824,2021,2021-12-30,lib: Prevent integer overflow at multiple places (CVE-2022-22822 to CVE-2022-228,contrib,expat,lib,Yes,CVE-2022-22824,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/9f93e8036e84,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2022-22825,2021,2021-12-30,lib: Prevent integer overflow at multiple places (CVE-2022-22822 to CVE-2022-228,contrib,expat,lib,Yes,CVE-2022-22825,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/9f93e8036e84,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2022-22826,2021,2021-12-30,lib: Prevent integer overflow at multiple places (CVE-2022-22822 to CVE-2022-228,contrib,expat,lib,Yes,CVE-2022-22826,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/9f93e8036e84,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2021-46143,2022,2022-01-10,Merge pull request #538 from libexpat/issue-532-integer-overflow,contrib,expat,lib,Yes,CVE-2021-46143,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/82c11af9d3da,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2021-45960,2022,2022-01-07,Merge pull request #534 from libexpat/issue-531-troublesome-shifts,contrib,expat,lib,Yes,CVE-2021-45960,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/9dc50735f737,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2013-0340,2021,2021-05-11,Merge pull request #466 from libexpat/protect-against-billion-laughs-attacks,contrib,expat,lib,Yes,CVE-2013-0340,,,cc68614da823,,https://github.com/freebsd/freebsd-src/commit/cc68614da823,,3,https://github.com/libexpat/libexpat/commit/309cd4aa4b47,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2018-20843,2019,2019-06-24,Changes: Attach CVE-2018-20843 to #186 and #262,contrib,expat,lib,Yes,CVE-2018-20843,,,6b2c1e49da28,,https://github.com/freebsd/freebsd-src/commit/6b2c1e49da28,,3,https://github.com/libexpat/libexpat/commit/9c90d3db3a87,upstream_commit,lib/libexpat,,large_concentrated
UPSTREAM-LIBEXPAT-CVE-2017-11742,2017,2017-07-30,Changes: Mention CVE-2017-11742,contrib,expat,lib,Yes,CVE-2017-11742,,,,,,,2,https://github.com/libexpat/libexpat/commit/9a22ff78795b,upstream_commit,lib/libexpat,,
